administration,nom,prenom,civilite,grade,fonction,categorie,type_organisme,code_insee_commune
"Direction de l'immigration, de la citoyenneté et de la légalité - Haut-Rhin",SCHNEIDER,Marc,M.,,Directeur,SIL,"Préfecture, sous-préfecture",68066
Préfecture de région - Pays de la Loire,RIGOULET-ROZE,Fabrice,M.,administrateur de l'État,Préfet de région,SIL,"Préfecture, sous-préfecture",44109
Préfecture de région - Pays de la Loire,,,,,Directeur de cabinet,SIL,"Préfecture, sous-préfecture",44109
Préfecture de région - Pays de la Loire,MARIONNEAU,Chrystelle,Mme,inspectrice de l'action sanitaire et sociale hors classe,Commissaire à la lutte contre la pauvreté,SIL,"Préfecture, sous-préfecture",44109
Préfecture de région - Pays de la Loire,,,,,Sous-préfet chargé de mission,SIL,"Préfecture, sous-préfecture",44109
Archives départementales - Loire-Atlantique,CHARON,Philippe,M.,,Directeur,SIL,Collectivité locale,44109
"Conseil de la culture, de l'éducation et de l'environnement (CCEE) - La Réunion",RAMCHETTY,Roger,M.,,Président,SIL,Collectivité locale,97411
"Pôle Mobilités, territoires et transition énergétique",MOYNAC,Laurent,M.,,Directeur général adjoint,SIL,Collectivité locale,25056
"Pôle Mobilités, territoires et transition énergétique",PUTHOD,Loïc,M.,,Directeur aménagement du territoire,SIL,Collectivité locale,25056
"Pôle Mobilités, territoires et transition énergétique",FOURNIER,Michel,M.,,Directeur transition énergétique,SIL,Collectivité locale,25056
"Pôle Mobilités, territoires et transition énergétique",ROUGIEUX,Isabelle,Mme,,Directrice de l'environnement,SIL,Collectivité locale,25056
"Pôle Mobilités, territoires et transition énergétique",OHLEYER,Pierre,M.,,Directeur des mobilités et des infrastructures,SIL,Collectivité locale,25056
Médiathèque départementale - Haute-Marne,DICANDIA-VAN RHIJN,Lucie,Mme,,Directrice par intérim,SIL,Collectivité locale,52125
Sous-préfecture - Muret,BAGDIAN,Pascal,M.,administrateur de l'État,Sous-préfet,SIL,"Préfecture, sous-préfecture",31395
Sous-préfecture - Muret,VENGUT,Rose-Marie,Mme,,Secrétaire générale,SIL,"Préfecture, sous-préfecture",31395
Société d'aménagement foncier et d'établissement rural (Safer) - Tarn,,,,,Chef du service départemental,SIL,Association d'utilité publique,81004
Direction départementale de la police nationale (DDPN) - Lot,SURLAPIERRE,Philippe,M.,commissaire de police,Directeur départemental de la police nationale,SIL,Service déconcentré,46042
Sous-préfecture - Avranches,CHAULEUR,Pierre,M.,administrateur de l'État,Sous-préfet,SIL,"Préfecture, sous-préfecture",50025
Sous-préfecture - Avranches,SENECAL,Frédéric,M.,,Secrétaire général,SIL,"Préfecture, sous-préfecture",50025
Conseil départemental - Vaucluse,SANTONI,Dominique,Mme,,Présidente,SIL,Collectivité locale,84007
Conseil départemental - Vaucluse,MONIN,François,M.,,Directeur général des services (DGS),SIL,Collectivité locale,84007
Conseil départemental - Vaucluse,LAURIOL,Christophe,M.,,Directeur général adjoint du pôle Aménagement,SIL,Collectivité locale,84007
Conseil départemental - Vaucluse,KOROTCHANSKY,Raphaëlle,Mme,,Directrice générale adjointe du pôle Développement,SIL,Collectivité locale,84007
Conseil départemental - Vaucluse,PLUCHART,Lucile,Mme,,Directrice générale adjointe du pôle Solidarités,SIL,Collectivité locale,84007
Conseil départemental - Vaucluse,MAUGUIN,Sandrine,Mme,,Directrice générale adjointe du pôle Ressources,SIL,Collectivité locale,84007
"Direction de la police aux frontières des aérodromes parisiens (Paris-Charles de Gaulle, du Bourget et de Paris-Orly)",MARTY,Alexis,M.,contrôleur général des services actifs de la police nationale,Directeur,SIL,Service déconcentré,94054
"Direction de la police aux frontières des aérodromes parisiens (Paris-Charles de Gaulle, du Bourget et de Paris-Orly)",SOL,Fabienne,Mme,commissaire divisionnaire de police,Adjointe,SIL,Service déconcentré,94054
Délégation régionale aux droits des femmes et à l'égalité (DRDFE) - Martinique,EMONIDE,Marie-Françoise,Mme,,Directrice régionale,SIL,"Préfecture, sous-préfecture",97209
Direction du cabinet - Sarthe,SCHNEIDER,Margaux,Mme,administratrice de l'État,Directrice de cabinet,SIL,"Préfecture, sous-préfecture",72181
Sous-préfecture - Apt,PIERRAT,Eric,M.,administrateur de l'État,Sous-préfet,SIL,"Préfecture, sous-préfecture",84003
Sous-préfecture - Apt,CHARNAUD,Cyrille,M.,,Secrétaire général,SIL,"Préfecture, sous-préfecture",84003
Office national des combattants et victimes de guerre (ONaCVG) - Service départemental - Guadeloupe,KOLLELA,Patrick,M.,,Directeur (par intérim),SIL,Service déconcentré,97105
Atelier Canopé 22 - Guingamp,CHARONDIÈRE,Anne,Mme,,Directrice départementale,SIL,Établissement public,22070
Sous-préfecture - Le Marin,MEROT,Bastien,M.,administrateur de l'État,Sous-préfet,SIL,"Préfecture, sous-préfecture",97217
Sous-préfecture - Le Marin,FOLL,Anne,Mme,attachée principale d'administration de l'Etat hors classe,Secrétaire générale,SIL,"Préfecture, sous-préfecture",97217
Sous-préfecture - Le Marin,NINO,Patrice,M.,,Secrétaire général adjoint,SIL,"Préfecture, sous-préfecture",97217
Pôle juridique interdépartemental interministériel (PJII) - Loiret,LEDOUBLE,Laurence,Mme,,Cheffe du pôle,SIL,"Préfecture, sous-préfecture",45234
Atelier Canopé 09 - Foix,ANGELY,Muriel,Mme,,Directrice départementale,SIL,Établissement public,09122
Délégation départementale aux droits des femmes et à l'égalité (DDDFE) - Landes,LUCY,Rose-Marie,Mme,,Déléguée départementale,SIL,Direction départementale interministérielle,40192
Direction départementale des territoires (DDT) - Hautes-Pyrénées,AÏT-AÏSSA,Malik,M.,ingénieur des travaux publics de l'Etat hors classe,Directeur départemental,SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,,,,,Directeur départemental adjoint,SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,COUSSAN,Christiane,Mme,,Cheffe de cabinet,SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,EUDES,Laurent,M.,,"Chef du service transition écologique, connaissance et accompagnement des territoires",SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,NONON,Marc,M.,,Chef du service économie agricole et rurale,SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,CLARIOND,Alexis,M.,,"Chef du service environnement risques, eau et forêt",SIL,Direction départementale interministérielle,65440
Direction départementale des territoires (DDT) - Hautes-Pyrénées,HAURINE,Pascal,M.,,"Chef du service aménagement, construction, logement",SIL,Direction départementale interministérielle,65440
"Direction départementale de l'emploi, du travail et des solidarités (DDETS) - Somme",CRETON,Laetitia,Mme,directrice du travail,Directrice départementale,SIL,Service déconcentré,80021
"Direction départementale de l'emploi, du travail et des solidarités (DDETS) - Somme",LIEVEN,Véronique,Mme,attachée d'administration de l'Etat hors classe,Directrice départementale adjointe,SIL,Service déconcentré,80021
"Direction départementale de l'emploi, du travail et des solidarités (DDETS) - Somme",,,,,Directrice départementale adjointe,SIL,Service déconcentré,80021
Délégué départemental à la vie associative (DDVA) - Somme,CHAIB,Yassine,M.,,Délégué départemental à la vie associative (DDVA),SIL,Service déconcentré,80021
Sous-préfecture - Haguenau-Wissembourg,CHIPPONI,Stéphane,M.,,Sous-préfet,SIL,"Préfecture, sous-préfecture",67180
Sous-préfecture - Haguenau-Wissembourg,VIGNE,Stéphanie,Mme,,Secrétaire générale,SIL,"Préfecture, sous-préfecture",67180
"Service départemental à la jeunesse, à l'engagement et aux sports (SDJES) - Vaucluse",LAGLEIZE,Maxime,M.,inspecteur de la jeunesse et des sports,Chef du service départemental,SIL,Service déconcentré,84007
France Travail - Médiateur régional La Réunion,PANCHBHAYA,Khalid,M.,,Médiateur régional de France Travail,SIL,Établissement public,97411
Préfecture - Hautes-Alpes,BAILBE,Philippe,M.,,Préfet,SIL,"Préfecture, sous-préfecture",05061
Direction du cabinet - Bouches-du-Rhône,HAUPTMANN,Nicolas,M.,sous-préfet,Directeur du cabinet,SIL,"Préfecture, sous-préfecture",13203
Direction du cabinet - Bouches-du-Rhône,CONTET,Laetitia,Mme,,Directrice adjointe,SIL,"Préfecture, sous-préfecture",13203
Centre régional des œuvres universitaires et scolaires (Crous) - Créteil,CATHERINE,Virginie,Mme,attachée d'administration de l'Etat,Directrice,SIL,Établissement public,94028
Délégation militaire départementale (DMD) - Meurthe-et-Moselle,PAGES,Sébastien,M.,colonel,Délégué militaire départemental,SIL,Service déconcentré,54395
Direction départementale des finances publiques (DDFIP) - Vosges,BOREL,Nathalie,Mme,administratrice de l'État,Directrice départementale,SIL,Service déconcentré,88160
Pôle développement médical (CHU) - Angers,MENUET,Christophe,M.,,Directeur du pôle,SIL,Établissement public,49007
Pôle développement médical (CHU) - Angers,GILLETTE,Karine,Mme,,Directrice adjointe,SIL,Établissement public,49007
Pôle développement médical (CHU) - Angers,MENUET,Christophe,M.,,Responsable des affaires médicales,SIL,Établissement public,49007
Pôle développement médical (CHU) - Angers,RIFFET-VIDAL,Nicolas,M.,,Responsable recherche - innovation,SIL,Établissement public,49007
Direction territoriale de la sécurité de proximité (DTSP) - Seine-Saint-Denis,BOBROWSKA,Bernard,M.,inspecteur général des services actifs de la police nationale,Directeur territorial de la sécurité de proximité,SIL,Service déconcentré,93008
Direction territoriale de la sécurité de proximité (DTSP) - Seine-Saint-Denis,ILIC,Zeljko,M.,commissaire général de police,Adjoint,SIL,Service déconcentré,93008
Délégation militaire départementale (DMD) - Puy-de-Dôme,,,,,Délégué militaire départemental,SIL,Service déconcentré,63113
Direction départementale des finances publiques (DDFIP) - Val-de-Marne,DUFRESNOY,Philippe,M.,administrateur de l'État,Directeur départemental,SIL,Service déconcentré,94028
"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Auvergne-Rhône-Alpes - Unité interdépartementale Cantal, Allier et Puy-de-Dôme (Aurillac)",CHAZOT,Fabrice,M.,,Chef d'unité délégué,SIL,Service déconcentré,15014
"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Auvergne-Rhônes-Alpes - Unité interdépartementale Savoie Haute-Savoie (Annecy)",JORSIN-CHAZEAU,Anne-Laure,Mme,,Cheffe de l'unité interdépartementale,SIL,Service déconcentré,74010
Direction territoriale de la police nationale (DTPN) - Mayotte,LLISO,William,M.,commissaire divisionnaire de police,Directeur territorial de la police nationale,SIL,Service déconcentré,97611
Direction régionale des finances publiques (DRFIP) - Bretagne et département d'Ille-et-Vilaine,ORANGE-LOUBOUTIN,Mylène,Mme,administratrice de l'État,Directrice régionale,SIL,Service déconcentré,35238
Conseil départemental - Guadeloupe,LOSBAR,Guy,M.,,Président,SIL,Collectivité locale,97105
Conseil départemental - Guadeloupe,,,,,Directeur général des services (DGS),SIL,Collectivité locale,97105
Office national des combattants et victimes de guerre (ONaCVG) - Service départemental - Territoire-de-Belfort,VERRY,Michaël,M.,attaché d'administration de l'Etat,Directeur,SIL,Service déconcentré,90010
Secrétariat général commun départemental - Pyrénées-Orientales,RUMAIN,Christine,Mme,,Directeur,SIL,"Préfecture, sous-préfecture",66136
Secrétariat général commun départemental - Pyrénées-Orientales,PARENTEAU,Amélie,Mme,,Directeur adjoint,SIL,"Préfecture, sous-préfecture",66136
Conseil régional - Auvergne-Rhône-Alpes,PANNEKOUCKE,Fabrice,M.,,Président,SIL,Collectivité locale,69123
Conseil régional - Auvergne-Rhône-Alpes,,,,,Directrice générale des services (DGS),SIL,Collectivité locale,69123
Conseil régional - Auvergne-Rhône-Alpes,FOURNIER,Thomas,M.,,Directeur de la communication,SIL,Collectivité locale,69123
"Service départemental à la jeunesse, à l'engagement et aux sports (SDJES) - Pyrénées-Orientales",STOECKLIN,Guillaume,M.,,Chef du service départemental,SIL,Service déconcentré,66136
Unité départementale de l'architecture et du patrimoine (UDAP) - Loiret,PARRAS,Pascal,M.,,"Chef du service, architecte des Bâtiments de France",SIL,Service déconcentré,45234
Préfecture - Maine-et-Loire,PESNEAU,François,M.,administrateur de l'État,Préfet,SIL,"Préfecture, sous-préfecture",49007
Centre national de la recherche scientifique (CNRS) - Délégation Paris - Normandie,LONGIN,Isabelle,Mme,,Déléguée régionale,SIL,Établissement public,75116
Direction territoriale de la police nationale (DTPN) - Martinique,,,,,Directeur territorial de la police nationale,SIL,Service déconcentré,97209
Secrétariat général de la préfecture - Loiret,HONORE,Nicolas,M.,commissaire divisionnaire,Secrétaire général,SIL,"Préfecture, sous-préfecture",45234
Secrétariat général de la préfecture - Loiret,CHAIB,Nadine,Mme,administratrice de l'État,Secrétaire générale adjointe,SIL,"Préfecture, sous-préfecture",45234
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot-et-Garonne",DUPUY-CHRISTOPHE,Viviane,Mme,directrice du travail hors classe,Directrice départementale,SIL,Direction départementale interministérielle,47001
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot-et-Garonne",CATANAS,Jean-Luc,M.,attaché d'administration de l'Etat hors classe,Directeur départemental adjoint,SIL,Direction départementale interministérielle,47001
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot-et-Garonne",BONTEMPS,Arnaud,M.,"ingénieur en chef des ponts, des eaux et des forêts",Directeur départemental adjoint,SIL,Direction départementale interministérielle,47001
